Comunidades autónomas;Tipo de dato;Periodo;Total
04 Balears, Illes;Tasa de variación acumulada;2022M08;148,72
04 Balears, Illes;Tasa de variación acumulada;2022M07;190,11
04 Balears, Illes;Tasa de variación acumulada;2022M06;314,08
04 Balears, Illes;Tasa de variación acumulada;2022M05;440,54
04 Balears, Illes;Tasa de variación acumulada;2022M04;636,3
04 Balears, Illes;Tasa de variación acumulada;2022M03;474,06
04 Balears, Illes;Tasa de variación acumulada;2022M02;720,59
04 Balears, Illes;Tasa de variación acumulada;2022M01;447,81
04 Balears, Illes;Tasa de variación acumulada;2021M12;267,48
04 Balears, Illes;Tasa de variación acumulada;2021M11;265,51
04 Balears, Illes;Tasa de variación acumulada;2021M10;261,05
04 Balears, Illes;Tasa de variación acumulada;2021M09;216,73
04 Balears, Illes;Tasa de variación acumulada;2021M08;163,16
04 Balears, Illes;Tasa de variación acumulada;2021M07;152,04
04 Balears, Illes;Tasa de variación acumulada;2021M06;189,65
04 Balears, Illes;Tasa de variación acumulada;2021M05;47,99
04 Balears, Illes;Tasa de variación acumulada;2021M04;-46,02
04 Balears, Illes;Tasa de variación acumulada;2021M03;-76,79
04 Balears, Illes;Tasa de variación acumulada;2021M02;-90,19
04 Balears, Illes;Tasa de variación acumulada;2021M01;-85,37
04 Balears, Illes;Tasa de variación acumulada;2020M12;-87,42
04 Balears, Illes;Tasa de variación acumulada;2020M11;-87,47
04 Balears, Illes;Tasa de variación acumulada;2020M10;-87,44
04 Balears, Illes;Tasa de variación acumulada;2020M09;-86,87
04 Balears, Illes;Tasa de variación acumulada;2020M08;-85,45
04 Balears, Illes;Tasa de variación acumulada;2020M07;-87,04
04 Balears, Illes;Tasa de variación acumulada;2020M06;-92,18
04 Balears, Illes;Tasa de variación acumulada;2020M05;-88,34
04 Balears, Illes;Tasa de variación acumulada;2020M04;-77,16
04 Balears, Illes;Tasa de variación acumulada;2020M03;-41,47
04 Balears, Illes;Tasa de variación acumulada;2020M02;-11,32
04 Balears, Illes;Tasa de variación acumulada;2020M01;-26,88
04 Balears, Illes;Tasa de variación acumulada;2019M12;-1,24
04 Balears, Illes;Tasa de variación acumulada;2019M11;-0,83
04 Balears, Illes;Tasa de variación acumulada;2019M10;-0,8
04 Balears, Illes;Tasa de variación acumulada;2019M09;-0,4
04 Balears, Illes;Tasa de variación acumulada;2019M08;-0,23
04 Balears, Illes;Tasa de variación acumulada;2019M07;0,22
04 Balears, Illes;Tasa de variación acumulada;2019M06;1,89
04 Balears, Illes;Tasa de variación acumulada;2019M05;4,79
04 Balears, Illes;Tasa de variación acumulada;2019M04;10,32
04 Balears, Illes;Tasa de variación acumulada;2019M03;2,22
04 Balears, Illes;Tasa de variación acumulada;2019M02;18,32
04 Balears, Illes;Tasa de variación acumulada;2019M01;18,83
04 Balears, Illes;Tasa de variación acumulada;2018M12;0,43
04 Balears, Illes;Tasa de variación acumulada;2018M11;-0,18
04 Balears, Illes;Tasa de variación acumulada;2018M10;-0,26
04 Balears, Illes;Tasa de variación acumulada;2018M09;-0,51
04 Balears, Illes;Tasa de variación acumulada;2018M08;-0,83
04 Balears, Illes;Tasa de variación acumulada;2018M07;-0,39
04 Balears, Illes;Tasa de variación acumulada;2018M06;0,45
04 Balears, Illes;Tasa de variación acumulada;2018M05;0,14
04 Balears, Illes;Tasa de variación acumulada;2018M04;0,87
04 Balears, Illes;Tasa de variación acumulada;2018M03;13,72
04 Balears, Illes;Tasa de variación acumulada;2018M02;2,16
04 Balears, Illes;Tasa de variación acumulada;2018M01;11,46
04 Balears, Illes;Tasa de variación acumulada;2017M12;6,11
04 Balears, Illes;Tasa de variación acumulada;2017M11;6,18
04 Balears, Illes;Tasa de variación acumulada;2017M10;6,06
04 Balears, Illes;Tasa de variación acumulada;2017M09;6,59
04 Balears, Illes;Tasa de variación acumulada;2017M08;6,33
04 Balears, Illes;Tasa de variación acumulada;2017M07;7,49
04 Balears, Illes;Tasa de variación acumulada;2017M06;8,52
04 Balears, Illes;Tasa de variación acumulada;2017M05;8,84
04 Balears, Illes;Tasa de variación acumulada;2017M04;11,5
04 Balears, Illes;Tasa de variación acumulada;2017M03;-9,66
04 Balears, Illes;Tasa de variación acumulada;2017M02;1,05
04 Balears, Illes;Tasa de variación acumulada;2017M01;4,67
04 Balears, Illes;Tasa de variación acumulada;2016M12;11,49
04 Balears, Illes;Tasa de variación acumulada;2016M11;11,54
04 Balears, Illes;Tasa de variación acumulada;2016M10;11,43
04 Balears, Illes;Tasa de variación acumulada;2016M09;10,11
04 Balears, Illes;Tasa de variación acumulada;2016M08;10,3
04 Balears, Illes;Tasa de variación acumulada;2016M07;12,96
04 Balears, Illes;Tasa de variación acumulada;2016M06;13,27
04 Balears, Illes;Tasa de variación acumulada;2016M05;14,02
04 Balears, Illes;Tasa de variación acumulada;2016M04;19,23
04 Balears, Illes;Tasa de variación acumulada;2016M03;31,41
04 Balears, Illes;Tasa de variación acumulada;2016M02;17,16
04 Balears, Illes;Tasa de variación acumulada;2016M01;-3,68
04 Balears, Illes;Tasa de variación acumulada;2015M12;""
04 Balears, Illes;Tasa de variación acumulada;2015M11;""
04 Balears, Illes;Tasa de variación acumulada;2015M10;""
05 Canarias;Dato base;2023M08;1.062.618
05 Canarias;Dato base;2023M07;1.070.558
05 Canarias;Dato base;2023M06;947.828
05 Canarias;Dato base;2023M05;969.343
05 Canarias;Dato base;2023M04;1.160.528
05 Canarias;Dato base;2023M03;1.297.382
05 Canarias;Dato base;2023M02;1.230.378
05 Canarias;Dato base;2023M01;1.204.177
05 Canarias;Dato base;2022M12;1.219.648
05 Canarias;Dato base;2022M11;1.185.300
05 Canarias;Dato base;2022M10;1.184.526
05 Canarias;Dato base;2022M09;928.846
05 Canarias;Dato base;2022M08;1.035.403
05 Canarias;Dato base;2022M07;1.028.968
05 Canarias;Dato base;2022M06;900.683
05 Canarias;Dato base;2022M05;883.555
05 Canarias;Dato base;2022M04;1.110.116
05 Canarias;Dato base;2022M03;1.123.309
05 Canarias;Dato base;2022M02;967.892
05 Canarias;Dato base;2022M01;759.766
05 Canarias;Dato base;2021M12;902.963
05 Canarias;Dato base;2021M11;1.013.292
05 Canarias;Dato base;2021M10;994.249
05 Canarias;Dato base;2021M09;611.246
05 Canarias;Dato base;2021M08;569.209
05 Canarias;Dato base;2021M07;414.241
05 Canarias;Dato base;2021M06;221.337
05 Canarias;Dato base;2021M05;161.380
05 Canarias;Dato base;2021M04;109.429
05 Canarias;Dato base;2021M03;100.525
05 Canarias;Dato base;2021M02;74.280
05 Canarias;Dato base;2021M01;86.579
05 Canarias;Dato base;2020M12;207.064
05 Canarias;Dato base;2020M11;160.665
05 Canarias;Dato base;2020M10;136.911
05 Canarias;Dato base;2020M09;92.548
05 Canarias;Dato base;2020M08;240.666
05 Canarias;Dato base;2020M07;215.600
05 Canarias;Dato base;2020M06;2.826
05 Canarias;Dato base;2020M05;0
05 Canarias;Dato base;2020M04;0
05 Canarias;Dato base;2020M03;459.546
05 Canarias;Dato base;2020M02;1.170.238
05 Canarias;Dato base;2020M01;1.101.164
05 Canarias;Dato base;2019M12;1.200.768
05 Canarias;Dato base;2019M11;1.173.313
05 Canarias;Dato base;2019M10;1.143.699
05 Canarias;Dato base;2019M09;952.069
05 Canarias;Dato base;2019M08;1.040.312
05 Canarias;Dato base;2019M07;1.031.598
05 Canarias;Dato base;2019M06;931.782
05 Canarias;Dato base;2019M05;888.777
05 Canarias;Dato base;2019M04;1.105.470
05 Canarias;Dato base;2019M03;1.340.619
05 Canarias;Dato base;2019M02;1.179.673
05 Canarias;Dato base;2019M01;1.158.782
05 Canarias;Dato base;2018M12;1.256.190
05 Canarias;Dato base;2018M11;1.184.564
05 Canarias;Dato base;2018M10;1.257.744
05 Canarias;Dato base;2018M09;1.039.221
05 Canarias;Dato base;2018M08;1.098.384
05 Canarias;Dato base;2018M07;1.120.219
05 Canarias;Dato base;2018M06;1.001.434
05 Canarias;Dato base;2018M05;967.209
05 Canarias;Dato base;2018M04;1.103.003
05 Canarias;Dato base;2018M03;1.347.702
05 Canarias;Dato base;2018M02;1.192.866
05 Canarias;Dato base;2018M01;1.183.486
05 Canarias;Dato base;2017M12;1.256.370
05 Canarias;Dato base;2017M11;1.239.853
05 Canarias;Dato base;2017M10;1.309.652
05 Canarias;Dato base;2017M09;1.111.400
05 Canarias;Dato base;2017M08;1.165.967
05 Canarias;Dato base;2017M07;1.186.481
05 Canarias;Dato base;2017M06;1.034.652
05 Canarias;Dato base;2017M05;993.431
05 Canarias;Dato base;2017M04;1.255.062
05 Canarias;Dato base;2017M03;1.283.939
05 Canarias;Dato base;2017M02;1.183.979
05 Canarias;Dato base;2017M01;1.193.435
05 Canarias;Dato base;2016M12;1.250.412
05 Canarias;Dato base;2016M11;1.162.023
05 Canarias;Dato base;2016M10;1.270.466
05 Canarias;Dato base;2016M09;994.235
05 Canarias;Dato base;2016M08;1.111.644
05 Canarias;Dato base;2016M07;1.140.679
05 Canarias;Dato base;2016M06;936.941
05 Canarias;Dato base;2016M05;899.045
05 Canarias;Dato base;2016M04;1.064.849
05 Canarias;Dato base;2016M03;1.206.148
05 Canarias;Dato base;2016M02;1.114.746
05 Canarias;Dato base;2016M01;1.108.379
05 Canarias;Dato base;2015M12;1.054.142
05 Canarias;Dato base;2015M11;1.103.158
05 Canarias;Dato base;2015M10;1.094.268
05 Canarias;Tasa de variación anual;2023M08;2,63
05 Canarias;Tasa de variación anual;2023M07;4,04
05 Canarias;Tasa de variación anual;2023M06;5,23
05 Canarias;Tasa de variación anual;2023M05;9,71
05 Canarias;Tasa de variación anual;2023M04;4,54
05 Canarias;Tasa de variación anual;2023M03;15,5
05 Canarias;Tasa de variación anual;2023M02;27,12
05 Canarias;Tasa de variación anual;2023M01;58,49
05 Canarias;Tasa de variación anual;2022M12;35,07
05 Canarias;Tasa de variación anual;2022M11;16,98
05 Canarias;Tasa de variación anual;2022M10;19,14
05 Canarias;Tasa de variación anual;2022M09;51,96
05 Canarias;Tasa de variación anual;2022M08;81,9
05 Canarias;Tasa de variación anual;2022M07;148,4
05 Canarias;Tasa de variación anual;2022M06;306,93
05 Canarias;Tasa de variación anual;2022M05;447,5
05 Canarias;Tasa de variación anual;2022M04;914,46
05 Canarias;Tasa de variación anual;2022M03;1.017,45
05 Canarias;Tasa de variación anual;2022M02;1.203,03
05 Canarias;Tasa de variación anual;2022M01;777,54
05 Canarias;Tasa de variación anual;2021M12;336,08
05 Canarias;Tasa de variación anual;2021M11;530,69
05 Canarias;Tasa de variación anual;2021M10;626,2
05 Canarias;Tasa de variación anual;2021M09;560,47
05 Canarias;Tasa de variación anual;2021M08;136,51
05 Canarias;Tasa de variación anual;2021M07;92,13
05 Canarias;Tasa de variación anual;2021M06;7.731,91
05 Canarias;Tasa de variación anual;2021M05;..
05 Canarias;Tasa de variación anual;2021M04;..
05 Canarias;Tasa de variación anual;2021M03;-78,13
05 Canarias;Tasa de variación anual;2021M02;-93,65
05 Canarias;Tasa de variación anual;2021M01;-92,14
05 Canarias;Tasa de variación anual;2020M12;-82,76
05 Canarias;Tasa de variación anual;2020M11;-86,31
05 Canarias;Tasa de variación anual;2020M10;-88,03
05 Canarias;Tasa de variación anual;2020M09;-90,28
05 Canarias;Tasa de variación anual;2020M08;-76,87
05 Canarias;Tasa de variación anual;2020M07;-79,1
05 Canarias;Tasa de variación anual;2020M06;-99,7
05 Canarias;Tasa de variación anual;2020M05;-100
05 Canarias;Tasa de variación anual;2020M04;-100
05 Canarias;Tasa de variación anual;2020M03;-65,72
05 Canarias;Tasa de variación anual;2020M02;-0,8
05 Canarias;Tasa de variación anual;2020M01;-4,97
05 Canarias;Tasa de variación anual;2019M12;-4,41
05 Canarias;Tasa de variación anual;2019M11;-0,95
05 Canarias;Tasa de variación anual;2019M10;-9,07
05 Canarias;Tasa de variación anual;2019M09;-8,39
05 Canarias;Tasa de variación anual;2019M08;-5,29
05 Canarias;Tasa de variación anual;2019M07;-7,91
05 Canarias;Tasa de variación anual;2019M06;-6,96
05 Canarias;Tasa de variación anual;2019M05;-8,11
05 Canarias;Tasa de variación anual;2019M04;0,22
05 Canarias;Tasa de variación anual;2019M03;-0,53
05 Canarias;Tasa de variación anual;2019M02;-1,11
05 Canarias;Tasa de variación anual;2019M01;-2,09
05 Canarias;Tasa de variación anual;2018M12;-0,01
05 Canarias;Tasa de variación anual;2018M11;-4,46
05 Canarias;Tasa de variación anual;2018M10;-3,96
05 Canarias;Tasa de variación anual;2018M09;-6,49
05 Canarias;Tasa de variación anual;2018M08;-5,8
05 Canarias;Tasa de variación anual;2018M07;-5,58
05 Canarias;Tasa de variación anual;2018M06;-3,21
05 Canarias;Tasa de variación anual;2018M05;-2,64
05 Canarias;Tasa de variación anual;2018M04;-12,12
05 Canarias;Tasa de variación anual;2018M03;4,97
05 Canarias;Tasa de variación anual;2018M02;0,75
05 Canarias;Tasa de variación anual;2018M01;-0,83
05 Canarias;Tasa de variación anual;2017M12;0,48
05 Canarias;Tasa de variación anual;2017M11;6,7
05 Canarias;Tasa de variación anual;2017M10;3,08
05 Canarias;Tasa de variación anual;2017M09;11,78
05 Canarias;Tasa de variación anual;2017M08;4,89
05 Canarias;Tasa de variación anual;2017M07;4,02
05 Canarias;Tasa de variación anual;2017M06;10,43
05 Canarias;Tasa de variación anual;2017M05;10,5
05 Canarias;Tasa de variación anual;2017M04;17,86
05 Canarias;Tasa de variación anual;2017M03;6,45
05 Canarias;Tasa de variación anual;2017M02;6,21
05 Canarias;Tasa de variación anual;2017M01;7,67
05 Canarias;Tasa de variación anual;2016M12;18,62
05 Canarias;Tasa de variación anual;2016M11;5,34
05 Canarias;Tasa de variación anual;2016M10;16,1
05 Canarias;Tasa de variación anual;2016M09;14,03
05 Canarias;Tasa de variación anual;2016M08;9,15
05 Canarias;Tasa de variación anual;2016M07;22,08
05 Canarias;Tasa de variación anual;2016M06;18,74
05 Canarias;Tasa de variación anual;2016M05;10,37
05 Canarias;Tasa de variación anual;2016M04;16,68
05 Canarias;Tasa de variación anual;2016M03;13,5
05 Canarias;Tasa de variación anual;2016M02;12,39
05 Canarias;Tasa de variación anual;2016M01;6,9
05 Canarias;Tasa de variación anual;2015M12;3,73
05 Canarias;Tasa de variación anual;2015M11;7,08
05 Canarias;Tasa de variación anual;2015M10;3,46
05 Canarias;Acumulado en lo que va de año;2023M08;8.942.811
05 Canarias;Acumulado en lo que va de año;2023M07;7.880.193
05 Canarias;Acumulado en lo que va de año;2023M06;6.809.636
05 Canarias;Acumulado en lo que va de año;2023M05;5.861.807
05 Canarias;Acumulado en lo que va de año;2023M04;4.892.464
05 Canarias;Acumulado en lo que va de año;2023M03;3.731.937
05 Canarias;Acumulado en lo que va de año;2023M02;2.434.554
05 Canarias;Acumulado en lo que va de año;2023M01;1.204.177
05 Canarias;Acumulado en lo que va de año;2022M12;12.328.012
05 Canarias;Acumulado en lo que va de año;2022M11;11.108.364
05 Canarias;Acumulado en lo que va de año;2022M10;9.923.064
05 Canarias;Acumulado en lo que va de año;2022M09;8.738.538
05 Canarias;Acumulado en lo que va de año;2022M08;7.809.692
05 Canarias;Acumulado en lo que va de año;2022M07;6.774.288
05 Canarias;Acumulado en lo que va de año;2022M06;5.745.320
05 Canarias;Acumulado en lo que va de año;2022M05;4.844.638
05 Canarias;Acumulado en lo que va de año;2022M04;3.961.083
05 Canarias;Acumulado en lo que va de año;2022M03;2.850.967
05 Canarias;Acumulado en lo que va de año;2022M02;1.727.657
05 Canarias;Acumulado en lo que va de año;2022M01;759.766
05 Canarias;Acumulado en lo que va de año;2021M12;5.258.729
05 Canarias;Acumulado en lo que va de año;2021M11;4.355.766
05 Canarias;Acumulado en lo que va de año;2021M10;3.342.474
05 Canarias;Acumulado en lo que va de año;2021M09;2.348.225
05 Canarias;Acumulado en lo que va de año;2021M08;1.736.979
05 Canarias;Acumulado en lo que va de año;2021M07;1.167.770
05 Canarias;Acumulado en lo que va de año;2021M06;753.530
05 Canarias;Acumulado en lo que va de año;2021M05;532.193
05 Canarias;Acumulado en lo que va de año;2021M04;370.813
05 Canarias;Acumulado en lo que va de año;2021M03;261.384
05 Canarias;Acumulado en lo que va de año;2021M02;160.859
05 Canarias;Acumulado en lo que va de año;2021M01;86.579
05 Canarias;Acumulado en lo que va de año;2020M12;3.787.228
05 Canarias;Acumulado en lo que va de año;2020M11;3.580.164
05 Canarias;Acumulado en lo que va de año;2020M10;3.419.499
05 Canarias;Acumulado en lo que va de año;2020M09;3.282.588
05 Canarias;Acumulado en lo que va de año;2020M08;3.190.041
05 Canarias;Acumulado en lo que va de año;2020M07;2.949.374
05 Canarias;Acumulado en lo que va de año;2020M06;2.733.774
05 Canarias;Acumulado en lo que va de año;2020M05;2.730.948
05 Canarias;Acumulado en lo que va de año;2020M04;2.730.948
05 Canarias;Acumulado en lo que va de año;2020M03;2.730.948
05 Canarias;Acumulado en lo que va de año;2020M02;2.271.403
05 Canarias;Acumulado en lo que va de año;2020M01;1.101.164
05 Canarias;Acumulado en lo que va de año;2019M12;13.146.863
05 Canarias;Acumulado en lo que va de año;2019M11;11.946.095
05 Canarias;Acumulado en lo que va de año;2019M10;10.772.782
05 Canarias;Acumulado en lo que va de año;2019M09;9.629.083
05 Canarias;Acumulado en lo que va de año;2019M08;8.677.014
05 Canarias;Acumulado en lo que va de año;2019M07;7.636.702
05 Canarias;Acumulado en lo que va de año;2019M06;6.605.105
05 Canarias;Acumulado en lo que va de año;2019M05;5.673.322
05 Canarias;Acumulado en lo que va de año;2019M04;4.784.545
05 Canarias;Acumulado en lo que va de año;2019M03;3.679.075
05 Canarias;Acumulado en lo que va de año;2019M02;2.338.455
05 Canarias;Acumulado en lo que va de año;2019M01;1.158.782
05 Canarias;Acumulado en lo que va de año;2018M12;13.752.022
05 Canarias;Acumulado en lo que va de año;2018M11;12.495.832
05 Canarias;Acumulado en lo que va de año;2018M10;11.311.268
05 Canarias;Acumulado en lo que va de año;2018M09;10.053.523
05 Canarias;Acumulado en lo que va de año;2018M08;9.014.302
05 Canarias;Acumulado en lo que va de año;2018M07;7.915.918
05 Canarias;Acumulado en lo que va de año;2018M06;6.795.699
05 Canarias;Acumulado en lo que va de año;2018M05;5.794.265
05 Canarias;Acumulado en lo que va de año;2018M04;4.827.056
05 Canarias;Acumulado en lo que va de año;2018M03;3.724.054
05 Canarias;Acumulado en lo que va de año;2018M02;2.376.352
05 Canarias;Acumulado en lo que va de año;2018M01;1.183.486
05 Canarias;Acumulado en lo que va de año;2017M12;14.214.222
05 Canarias;Acumulado en lo que va de año;2017M11;12.957.852
05 Canarias;Acumulado en lo que va de año;2017M10;11.717.999
05 Canarias;Acumulado en lo que va de año;2017M09;10.408.347
05 Canarias;Acumulado en lo que va de año;2017M08;9.296.947
05 Canarias;Acumulado en lo que va de año;2017M07;8.130.980
05 Canarias;Acumulado en lo que va de año;2017M06;6.944.499
05 Canarias;Acumulado en lo que va de año;2017M05;5.909.847
05 Canarias;Acumulado en lo que va de año;2017M04;4.916.416
05 Canarias;Acumulado en lo que va de año;2017M03;3.661.354
05 Canarias;Acumulado en lo que va de año;2017M02;2.377.415
05 Canarias;Acumulado en lo que va de año;2017M01;1.193.435
05 Canarias;Acumulado en lo que va de año;2016M12;13.259.567
05 Canarias;Acumulado en lo que va de año;2016M11;12.009.155
05 Canarias;Acumulado en lo que va de año;2016M10;10.847.132
05 Canarias;Acumulado en lo que va de año;2016M09;9.576.666
05 Canarias;Acumulado en lo que va de año;2016M08;8.582.431
05 Canarias;Acumulado en lo que va de año;2016M07;7.470.787
05 Canarias;Acumulado en lo que va de año;2016M06;6.330.108
05 Canarias;Acumulado en lo que va de año;2016M05;5.393.167
05 Canarias;Acumulado en lo que va de año;2016M04;4.494.122
05 Canarias;Acumulado en lo que va de año;2016M03;3.429.273
05 Canarias;Acumulado en lo que va de año;2016M02;2.223.125
05 Canarias;Acumulado en lo que va de año;2016M01;1.108.379
05 Canarias;Acumulado en lo que va de año;2015M12;""
05 Canarias;Acumulado en lo que va de año;2015M11;""
05 Canarias;Acumulado en lo que va de año;2015M10;""
05 Canarias;Tasa de variación acumulada;2023M08;14,51
05 Canarias;Tasa de variación acumulada;2023M07;16,33
05 Canarias;Tasa de variación acumulada;2023M06;18,52
05 Canarias;Tasa de variación acumulada;2023M05;21
05 Canarias;Tasa de variación acumulada;2023M04;23,51
05 Canarias;Tasa de variación acumulada;2023M03;30,9
05 Canarias;Tasa de variación acumulada;2023M02;40,92
05 Canarias;Tasa de variación acumulada;2023M01;58,49
05 Canarias;Tasa de variación acumulada;2022M12;134,43
05 Canarias;Tasa de variación acumulada;2022M11;155,03
05 Canarias;Tasa de variación acumulada;2022M10;196,88
05 Canarias;Tasa de variación acumulada;2022M09;272,13
05 Canarias;Tasa de variación acumulada;2022M08;349,61
05 Canarias;Tasa de variación acumulada;2022M07;480,1
05 Canarias;Tasa de variación acumulada;2022M06;662,45
05 Canarias;Tasa de variación acumulada;2022M05;810,32
05 Canarias;Tasa de variación acumulada;2022M04;968,22
05 Canarias;Tasa de variación acumulada;2022M03;990,72
05 Canarias;Tasa de variación acumulada;2022M02;974,02
05 Canarias;Tasa de variación acumulada;2022M01;777,54
05 Canarias;Tasa de variación acumulada;2021M12;38,85
05 Canarias;Tasa de variación acumulada;2021M11;21,66
05 Canarias;Tasa de variación acumulada;2021M10;-2,25
05 Canarias;Tasa de variación acumulada;2021M09;-28,46
05 Canarias;Tasa de variación acumulada;2021M08;-45,55
05 Canarias;Tasa de variación acumulada;2021M07;-60,41
05 Canarias;Tasa de variación acumulada;2021M06;-72,44
05 Canarias;Tasa de variación acumulada;2021M05;-80,51
05 Canarias;Tasa de variación acumulada;2021M04;-86,42
05 Canarias;Tasa de variación acumulada;2021M03;-90,43
05 Canarias;Tasa de variación acumulada;2021M02;-92,92
05 Canarias;Tasa de variación acumulada;2021M01;-92,14
05 Canarias;Tasa de variación acumulada;2020M12;-71,19
05 Canarias;Tasa de variación acumulada;2020M11;-70,03
05 Canarias;Tasa de variación acumulada;2020M10;-68,26
05 Canarias;Tasa de variación acumulada;2020M09;-65,91
05 Canarias;Tasa de variación acumulada;2020M08;-63,24
05 Canarias;Tasa de variación acumulada;2020M07;-61,38
05 Canarias;Tasa de variación acumulada;2020M06;-58,61
05 Canarias;Tasa de variación acumulada;2020M05;-51,86
05 Canarias;Tasa de variación acumulada;2020M04;-42,92
05 Canarias;Tasa de variación acumulada;2020M03;-25,77
05 Canarias;Tasa de variación acumulada;2020M02;-2,87
05 Canarias;Tasa de variación acumulada;2020M01;-4,97
05 Canarias;Tasa de variación acumulada;2019M12;-4,4
05 Canarias;Tasa de variación acumulada;2019M11;-4,4
05 Canarias;Tasa de variación acumulada;2019M10;-4,76
05 Canarias;Tasa de variación acumulada;2019M09;-4,22
05 Canarias;Tasa de variación acumulada;2019M08;-3,74
05 Canarias;Tasa de variación acumulada;2019M07;-3,53
05 Canarias;Tasa de variación acumulada;2019M06;-2,8
05 Canarias;Tasa de variación acumulada;2019M05;-2,09
05 Canarias;Tasa de variación acumulada;2019M04;-0,88
05 Canarias;Tasa de variación acumulada;2019M03;-1,21
05 Canarias;Tasa de variación acumulada;2019M02;-1,59
05 Canarias;Tasa de variación acumulada;2019M01;-2,09
05 Canarias;Tasa de variación acumulada;2018M12;-3,25
05 Canarias;Tasa de variación acumulada;2018M11;-3,57
05 Canarias;Tasa de variación acumulada;2018M10;-3,47
05 Canarias;Tasa de variación acumulada;2018M09;-3,41
05 Canarias;Tasa de variación acumulada;2018M08;-3,04
05 Canarias;Tasa de variación acumulada;2018M07;-2,64
05 Canarias;Tasa de variación acumulada;2018M06;-2,14
05 Canarias;Tasa de variación acumulada;2018M05;-1,96
05 Canarias;Tasa de variación acumulada;2018M04;-1,82
05 Canarias;Tasa de variación acumulada;2018M03;1,71
05 Canarias;Tasa de variación acumulada;2018M02;-0,04
05 Canarias;Tasa de variación acumulada;2018M01;-0,83
05 Canarias;Tasa de variación acumulada;2017M12;7,2
05 Canarias;Tasa de variación acumulada;2017M11;7,9
05 Canarias;Tasa de variación acumulada;2017M10;8,03
05 Canarias;Tasa de variación acumulada;2017M09;8,68
05 Canarias;Tasa de variación acumulada;2017M08;8,33
05 Canarias;Tasa de variación acumulada;2017M07;8,84
05 Canarias;Tasa de variación acumulada;2017M06;9,71
05 Canarias;Tasa de variación acumulada;2017M05;9,58
05 Canarias;Tasa de variación acumulada;2017M04;9,4
05 Canarias;Tasa de variación acumulada;2017M03;6,77
05 Canarias;Tasa de variación acumulada;2017M02;6,94
05 Canarias;Tasa de variación acumulada;2017M01;7,67
05 Canarias;Tasa de variación acumulada;2016M12;13,49
05 Canarias;Tasa de variación acumulada;2016M11;12,98
05 Canarias;Tasa de variación acumulada;2016M10;13,86
05 Canarias;Tasa de variación acumulada;2016M09;13,57
05 Canarias;Tasa de variación acumulada;2016M08;13,52
05 Canarias;Tasa de variación acumulada;2016M07;14,2
05 Canarias;Tasa de variación acumulada;2016M06;12,88
05 Canarias;Tasa de variación acumulada;2016M05;11,93
05 Canarias;Tasa de variación acumulada;2016M04;12,24
05 Canarias;Tasa de variación acumulada;2016M03;10,93
05 Canarias;Tasa de variación acumulada;2016M02;9,59
05 Canarias;Tasa de variación acumulada;2016M01;6,9
05 Canarias;Tasa de variación acumulada;2015M12;""
05 Canarias;Tasa de variación acumulada;2015M11;""
05 Canarias;Tasa de variación acumulada;2015M10;""
09 Cataluña;Dato base;2023M08;2.124.230
09 Cataluña;Dato base;2023M07;2.319.824
09 Cataluña;Dato base;2023M06;1.820.855
09 Cataluña;Dato base;2023M05;1.794.417
09 Cataluña;Dato base;2023M04;1.538.333
09 Cataluña;Dato base;2023M03;1.027.569
09 Cataluña;Dato base;2023M02;924.464
09 Cataluña;Dato base;2023M01;798.331
09 Cataluña;Dato base;2022M12;814.112
09 Cataluña;Dato base;2022M11;957.123
09 Cataluña;Dato base;2022M10;1.484.838
09 Cataluña;Dato base;2022M09;1.642.389
09 Cataluña;Dato base;2022M08;1.901.752
09 Cataluña;Dato base;2022M07;1.995.729
09 Cataluña;Dato base;2022M06;1.631.067
09 Cataluña;Dato base;2022M05;1.474.935
09 Cataluña;Dato base;2022M04;1.156.887
09 Cataluña;Dato base;2022M03;708.963
09 Cataluña;Dato base;2022M02;619.075
09 Cataluña;Dato base;2022M01;465.172
09 Cataluña;Dato base;2021M12;558.338
09 Cataluña;Dato base;2021M11;616.059
09 Cataluña;Dato base;2021M10;868.763
09 Cataluña;Dato base;2021M09;877.825
09 Cataluña;Dato base;2021M08;1.076.756
09 Cataluña;Dato base;2021M07;815.654
09 Cataluña;Dato base;2021M06;404.336
09 Cataluña;Dato base;2021M05;251.155
09 Cataluña;Dato base;2021M04;93.535
09 Cataluña;Dato base;2021M03;85.627
09 Cataluña;Dato base;2021M02;54.348
09 Cataluña;Dato base;2021M01;85.440
09 Cataluña;Dato base;2020M12;97.489
09 Cataluña;Dato base;2020M11;58.838
09 Cataluña;Dato base;2020M10;231.004
09 Cataluña;Dato base;2020M09;275.206
09 Cataluña;Dato base;2020M08;458.349
09 Cataluña;Dato base;2020M07;436.941
09 Cataluña;Dato base;2020M06;76.780
09 Cataluña;Dato base;2020M05;0
09 Cataluña;Dato base;2020M04;0
09 Cataluña;Dato base;2020M03;399.140
09 Cataluña;Dato base;2020M02;966.356
09 Cataluña;Dato base;2020M01;870.157
09 Cataluña;Dato base;2019M12;993.169
09 Cataluña;Dato base;2019M11;1.047.153
09 Cataluña;Dato base;2019M10;1.676.430
09 Cataluña;Dato base;2019M09;2.011.704
09 Cataluña;Dato base;2019M08;2.363.331
09 Cataluña;Dato base;2019M07;2.378.593
